County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Blair,Roaring Spring,13  ,30  ,80  ,101,0,In Progress
Cambria,Croyle Twp,13  ,35  ,72  ,101,0,In Progress
Northampton,Roseto Boro,7  ,18  ,138  ,100,0,In Progress
Centre,Philipsburg Boro,15  ,35  ,77  ,100,0,In Progress
Armstrong,South Buffalo Twp,15  ,41  ,60  ,99,2,In Progress
York,Fawn Twp,11  ,28  ,93  ,99,1,In Progress
Pike,Milford Boro,8  ,20  ,139  ,99,1,In Progress
Butler,Muddycreek Twp,16  ,21  ,8  ,99,0,In Progress
Blair,Greenfield Twp,13  ,30  ,80  ,99,0,In Progress
Schuylkill,Port Carbon Boro,9  ,29  ,123  ,99,0,In Progress
Indiana,Washington,14  ,41  ,62  ,99,0,In Progress
Indiana,Cherryhill,14  ,41  ,62  ,99,0,In Progress
Washington,Buffalo Twp,14  ,46  ,15  ,99,0,In Progress
Mckean,Kane Boro,15  ,25  ,67  ,98,18,In Progress
York,Spring Grove Boro,11  ,28  ,196  ,98,8,In Progress
Huntingdon,Porter Twp,13  ,30  ,81  ,98,2,In Progress
Crawford,Summit Twp,16  ,50  ,6  ,98,1,In Progress
York,West York Boro,10  ,31  ,95  ,98,0,In Progress
Mercer,Lackawannock,16  ,50  ,7  ,98,0,In Progress
Cambria,Barr Twp,13  ,35  ,73  ,98,0,In Progress
Erie,Conneaut Twp,16  ,49  ,6  ,98,0,In Progress
Luzerne,Butler Twp,9  ,27  ,117  ,97,4,In Progress
Allegheny,Blawnox,17  ,38  ,33  ,97,2,In Progress
Fayette,Henry Clay Twp,14  ,32  ,51  ,97,1,In Progress
Juniata,Milford,13  ,30  ,86  ,97,0,In Progress
Beaver,Greene Twp,17  ,47  ,15  ,97,0,In Progress
Mifflin,Decatur Twp,13  ,30  ,85  ,97,0,In Progress
Beaver,Independence Twp,17  ,46  ,15  ,97,0,In Progress
Dauphin,Highspire,10  ,15  ,104  ,97,0,In Progress
Lebanon,Cleona Boro,9  ,48  ,102  ,97,0,In Progress
Jefferson,Young Twp,15  ,41  ,66  ,96,2,In Progress
Beaver,Big Beaver,17  ,47  ,14  ,96,1,In Progress
Butler,Clay Twp,16  ,21  ,8  ,96,1,In Progress
Butler,Fairview Twp,16  ,21  ,17  ,96,0,In Progress
Cumberland,Hopewell Twp,13  ,34  ,199  ,96,0,In Progress
Washington,New Eagle Boro,14  ,46  ,39  ,96,0,In Progress
Berks,Topton Boro,4  ,24  ,130  ,96,0,In Progress
Cambria,Portage Boro,13  ,35  ,71  ,96,0,In Progress
Northumberland,Riverside Boro,9  ,27  ,108  ,95,1,In Progress
Armstrong,Parks Twp,15  ,41  ,60  ,95,0,In Progress
Berks,Heidelberg Twp,9  ,48  ,5  ,95,0,In Progress
Luzerne,Huntington Twp,9  ,27  ,117  ,95,0,In Progress
Lackawanna,Glenburn,8  ,22  ,118  ,95,0,In Progress
Indiana,East Wheatfield,14  ,41  ,62  ,95,0,In Progress
Schuylkill,East Union Twp,9  ,29  ,116  ,95,0,In Progress
Erie,Greenfield Twp,16  ,49  ,4  ,95,0,In Progress
Clearfield,Bradford Twp,15  ,35  ,73  ,94,1,In Progress
Bedford,Hopewell Twp,13  ,32  ,78  ,94,1,In Progress
Greene,Dunkard Twp,14  ,46  ,50  ,94,1,In Progress
Cambria,Clearfield Twp,13  ,35  ,71  ,94,1,In Progress
Luzerne,Newport Twp,9  ,20  ,119  ,94,1,In Progress
Elk,Johnsonburg Boro,15  ,25  ,75  ,94,0,In Progress
Washington,North Bethlehem Twp,14  ,46  ,50  ,94,0,In Progress
Washington,Carroll Twp,14  ,46  ,39  ,94,0,In Progress
Luzerne,Slocum Twp,9  ,27  ,117  ,94,0,In Progress
Jefferson,Bell Twp,15  ,41  ,66  ,94,0,In Progress
Somerset,Jefferson Twp,14  ,32  ,69  ,93,0,In Progress
Snyder,Shamokin Dam Boro,15  ,27  ,85  ,93,0,In Progress
Lancaster,Colerain Twp,11  ,13  ,100  ,93,0,In Progress
Fayette,Jefferson Twp,14  ,32  ,52  ,92,1,In Progress
Dauphin,Jackson Twp,10  ,34  ,125  ,92,0,In Progress
Beaver,Vanport,17  ,47  ,15  ,92,0,In Progress
Mercer,Springfield,16  ,50  ,17  ,92,0,In Progress
Indiana,West Wheatfield,14  ,41  ,62  ,92,0,In Progress
Indiana,Blacklick,14  ,41  ,62  ,91,0,In Progress
Somerset,Conemaugh Twp,13  ,32  ,69  ,91,0,In Progress
Schuylkill,Coaldale Boro,9  ,29  ,124  ,91,0,In Progress
Erie,Union Twp,16  ,49  ,4  ,91,0,In Progress
Susquehanna,Silver Lake Twp,9  ,20  ,111  ,91,0,In Progress
Butler,Valencia Boro,16  ,47  ,12  ,91,0,In Progress
Bradford,Towanda Boro,9  ,23  ,110  ,91,0,In Progress
Carbon,Kidder Twp,7  ,29  ,122  ,90,0,In Progress
Erie,Franklin Twp,16  ,49  ,4  ,90,0,In Progress
Washington,Speers Boro,14  ,46  ,50  ,90,0,In Progress
Northumberland,Delaware Twp,9  ,27  ,108  ,90,0,In Progress
Northumberland,Northumberland Boro,9  ,27  ,108  ,89,3,In Progress
Northumberland,Shamokin City,9  ,27  ,107  ,89,1,In Progress
Susquehanna,Auburn Twp,9  ,20  ,111  ,89,1,In Progress
Somerset,Brothersvalley Twp,14  ,32  ,69  ,89,0,In Progress
Franklin,Letterkenny Twp,13  ,33  ,81  ,89,0,In Progress
Berks,Upper Bern Twp,9  ,48  ,124  ,89,0,In Progress
Fayette,Nicholson Twp,14  ,32  ,51  ,89,0,In Progress
Allegheny,Braddock,12  ,45  ,34  ,89,0,In Progress
Schuylkill,Ashland Boro,9  ,29  ,123  ,88,0,In Progress
Fayette,Connellsville Twp,14  ,32  ,52  ,88,0,In Progress
Centre,Union Twp,15  ,25  ,82  ,88,0,In Progress
Wyoming,Overfield Twp,9  ,20  ,110  ,88,0,In Progress
Clearfield,Woodward Twp,15  ,35  ,73  ,88,0,In Progress
Indiana,Homer City,14  ,41  ,62  ,88,0,In Progress
Philadelphia,Philadelphia,5  ,8  ,186  ,88,0,In Progress
Mercer,Mercer,16  ,50  ,17  ,87,2,In Progress
Cumberland,Shippensburg Twp,13  ,34  ,193  ,87,1,In Progress
Mercer,Liberty,16  ,50  ,17  ,87,1,In Progress
Chester,West Nottingham,6  ,19  ,13  ,87,0,In Progress
Bradford,Ridgebury Twp,9  ,23  ,68  ,87,0,In Progress
Schuylkill,Cass Twp,9  ,29  ,123  ,87,0,In Progress
Clearfield,Cooper Twp,15  ,35  ,73  ,87,0,In Progress
Chester,Elk Twp,6  ,19  ,13  ,87,0,In Progress
York,Hallam Boro,11  ,28  ,47  ,87,0,In Progress
Chester,Newlin Twp,6  ,19  ,158  ,87,0,In Progress
Cambria,Susquehanna Twp,13  ,35  ,73  ,87,0,In Progress
Clarion,Monroe Twp,15  ,21  ,63  ,86,1,In Progress
Huntingdon,Warriors Mark Twp,13  ,30  ,80  ,86,0,In Progress
Schuylkill,East Brunswick Twp,9  ,29  ,124  ,86,0,In Progress
Lackawanna,Clifton,8  ,40  ,113  ,86,0,In Progress
Susquehanna,Montrose Boro,9  ,20  ,111  ,86,0,In Progress
Beaver,Industry Boro,17  ,47  ,15  ,86,0,In Progress
Wyoming,Falls Twp,9  ,20  ,110  ,86,0,In Progress
Clearfield,Boggs Twp,15  ,35  ,73  ,86,0,In Progress
Lackawanna,Dalton,8  ,22  ,118  ,86,0,In Progress
Northumberland,Mt Carmel Twp,9  ,27  ,107  ,85,7,In Progress
Clarion,Paint Twp,15  ,21  ,63  ,85,3,In Progress
Allegheny,Versailles,12  ,45  ,35  ,85,3,In Progress
Allegheny,Kilbuck,17  ,37  ,30  ,85,1,In Progress
Venango,Rockland Twp,15  ,21  ,64  ,85,0,In Progress
Washington,West Pike Run Twp,14  ,46  ,50  ,85,0,In Progress
Berks,Pike Twp,4  ,24  ,130  ,85,0,In Progress
Somerset,Quemahoning Twp,14  ,32  ,69  ,85,0,In Progress
Crawford,(Empty),16  ,50  ,6  ,85,0,In Progress
Chester,South Coatesville Boro,6  ,19  ,74  ,85,0,In Progress
Mercer,Jefferson,16  ,50  ,17  ,85,0,In Progress
Westmoreland,Derry,14  ,41  ,59  ,84,5,In Progress
Lycoming,Woodward Twp,15  ,23  ,84  ,84,3,In Progress
Northumberland,Shamokin Twp,9  ,27  ,107  ,84,2,In Progress
Washington,Hanover Twp,14  ,46  ,15  ,84,1,In Progress
Adams,Tyrone Twp,13  ,33  ,193  ,84,1,In Progress
Mercer,East Lackawannock,16  ,50  ,17  ,84,1,In Progress
Bedford,Kimmel Twp,13  ,32  ,78  ,84,0,In Progress
Cumberland,Mt Holly Springs Boro,10  ,34  ,87  ,84,0,In Progress
Fayette,Brownsville Boro,14  ,32  ,52  ,84,0,In Progress
Erie,Union City Boro,16  ,49  ,4  ,84,0,In Progress
Dauphin,Washington Twp,10  ,34  ,125  ,84,0,In Progress
Chester,West Grove Boro,6  ,9  ,13  ,84,0,In Progress
Washington,Donegal Twp,14  ,46  ,15  ,84,0,In Progress
Crawford,Cussewago Twp,16  ,50  ,65  ,83,1,In Progress
Schuylkill,Shenandoah Boro,9  ,29  ,116  ,83,1,In Progress
Lehigh,Hanover,7  ,18  ,133  ,83,1,In Progress
Bedford,West St Clair Twp,13  ,32  ,78  ,83,0,In Progress
Bradford,Troy Twp,9  ,23  ,68  ,83,0,In Progress
Somerset,Stonycreek Twp,14  ,32  ,69  ,83,0,In Progress
Northumberland,Kulpmont Boro,9  ,27  ,107  ,82,1,In Progress
Westmoreland,Lower Burrell,14  ,41  ,55  ,82,1,In Progress
Schuylkill,Porter Twp,9  ,29  ,107  ,82,0,In Progress
Cumberland,Lower Frankford Twp,10  ,34  ,199  ,82,0,In Progress
Allegheny,Sewickley Heights,17  ,37  ,44  ,82,0,In Progress
Huntingdon,Mt Union Boro,13  ,30  ,81  ,81,1,In Progress
York,Lower Chanceford Twp,11  ,28  ,94  ,81,1,In Progress
Lebanon,Myerstown Boro,9  ,48  ,102  ,81,0,In Progress
Somerset,Berlin Boro,14  ,32  ,69  ,81,0,In Progress
Berks,Tulpehocken Twp,9  ,48  ,5  ,81,0,In Progress
Perry,Saville Twp,13  ,34  ,86  ,81,0,In Progress
Delaware,Lower Chichester Twp,5  ,9  ,159  ,81,0,In Progress
Crawford,Rockdale Twp,16  ,50  ,65  ,81,0,In Progress
Luzerne,Conyngham Twp,9  ,27  ,117  ,80,3,In Progress
Allegheny,Frazer,17  ,38  ,33  ,80,1,In Progress
Chester,Upper Oxford,6  ,19  ,13  ,80,0,In Progress
Butler,Donegal Twp,16  ,21  ,11  ,80,0,In Progress
Cumberland,Shiremanstown Boro,10  ,31  ,88  ,80,0,In Progress
Washington,East Bethlehem Twp,14  ,46  ,50  ,80,0,In Progress
Cambria,East Carroll Twp,13  ,35  ,73  ,80,0,In Progress
Lawrence,Taylor Twp,16  ,50  ,9  ,80,0,In Progress
Columbia,Greenwood Twp,9  ,27  ,109  ,80,0,In Progress
Wayne,Dreher Twp,8  ,40  ,139  ,80,0,In Progress
York,Stewartstown Boro,11  ,28  ,93  ,79,0,In Progress
Westmoreland,Loyalhanna Twp,14  ,41  ,55  ,79,0,In Progress
Jefferson,Brockway Boro,15  ,25  ,66  ,78,5,In Progress
Luzerne,Sugar Notch Boro,8  ,20  ,119  ,78,2,In Progress
Tioga,Mansfield Boro,15  ,23  ,68  ,78,1,In Progress
Washington,Robinson Twp,14  ,46  ,15  ,78,1,In Progress
Clarion,Elk Twp,15  ,21  ,63  ,78,0,In Progress
Berks,Albany Twp,9  ,48  ,124  ,78,0,In Progress
Venango,Frenchcreek Twp,16  ,21  ,64  ,78,0,In Progress
Butler,Evans City Boro,16  ,47  ,12  ,78,0,In Progress
Wayne,Sterling Twp,8  ,40  ,139  ,78,0,In Progress
Allegheny,Wilmerding,12  ,45  ,25  ,77,1,In Progress
Armstrong,Cowanshannock Twp,15  ,41  ,63  ,77,1,In Progress
Montgomery,Schwenksville Boro,4  ,24  ,70  ,77,1,In Progress
Susquehanna,Forest City Boro,9  ,20  ,111  ,77,0,In Progress
Centre,Huston Twp,15  ,35  ,77  ,77,0,In Progress
Wayne,Palmyra Twp,8  ,20  ,139  ,77,0,In Progress
Allegheny,East Deer,17  ,38  ,33  ,77,0,In Progress
Mifflin,Wayne Twp,13  ,30  ,171  ,77,0,In Progress
Blair,Tyrone Twp,13  ,30  ,80  ,77,0,In Progress
Crawford,Cambridge Twp,16  ,50  ,65  ,76,1,In Progress
Jefferson,Reynoldsville Boro,15  ,25  ,66  ,76,0,In Progress
Cumberland,Lower Mifflin Twp,13  ,34  ,199  ,76,0,In Progress
Bedford,Liberty Twp,13  ,32  ,78  ,76,0,In Progress
Schuylkill,Mcadoo Boro,9  ,29  ,116  ,76,0,In Progress
Berks,Robesonia Boro,9  ,48  ,5  ,76,0,In Progress
Cameron,Emporium Boro,15  ,25  ,67  ,76,0,In Progress
Armstrong,Plumcreek Twp,15  ,41  ,63  ,76,0,In Progress
Cumberland,Upper Frankford Twp,13  ,34  ,199  ,76,0,In Progress
Crawford,Bloomfield Twp,16  ,50  ,65  ,75,1,In Progress
Armstrong,West Franklin Twp,15  ,41  ,63  ,75,1,In Progress
Lycoming,Clinton Twp,9  ,23  ,83  ,75,1,In Progress
Mifflin,Burnham Boro,13  ,30  ,85  ,75,0,In Progress
Dauphin,Paxtang Boro,10  ,15  ,104  ,75,0,In Progress
Blair,Duncansville Boro,13  ,30  ,80  ,75,0,In Progress
Crawford,Conneaut Twp,16  ,50  ,6  ,75,0,In Progress
Berks,North Heidelberg Twp,9  ,48  ,5  ,75,0,In Progress
Clinton,Wayne Twp,15  ,25  ,76  ,75,0,In Progress
Wyoming,Tunkhannock Boro,9  ,20  ,110  ,75,0,In Progress
Centre,Haines Twp,15  ,25  ,171  ,75,0,In Progress
Carbon,Weatherly Boro,7  ,29  ,122  ,74,2,In Progress
Bradford,Canton Twp,9  ,23  ,68  ,74,0,In Progress
Cambria,Ferndale Boro,13  ,35  ,71  ,74,0,In Progress
Union,Union Twsp,15  ,23  ,85  ,74,0,In Progress
Clarion,Limestone Twp,15  ,21  ,63  ,74,0,In Progress
Bradford,Wysox Twp,9  ,23  ,110  ,74,0,In Progress
Mckean,Wetmore Twp,15  ,25  ,67  ,73,15,In Progress
Venango,Oakland Twp,15  ,21  ,64  ,73,0,In Progress
Susquehanna,Springville Twp,9  ,20  ,111  ,73,0,In Progress
Armstrong,Leechburg Boro,15  ,41  ,60  ,73,0,In Progress
Schuylkill,East Norwegian Twp,9  ,29  ,123  ,73,0,In Progress
Tioga,Jackson Twp,15  ,23  ,68  ,72,1,In Progress
Allegheny,East Pittsburgh,12  ,45  ,34  ,72,1,In Progress
Dauphin,Lykens Boro,10  ,34  ,125  ,72,0,In Progress
Westmoreland,West Leechburg,14  ,41  ,60  ,72,0,In Progress
Bedford,Cumberland Valley Twp,13  ,32  ,78  ,72,0,In Progress
Indiana,Pine,14  ,41  ,62  ,72,0,In Progress
Armstrong,Sugarcreek Twp,15  ,41  ,63  ,72,0,In Progress
Berks,Upper Tulpehocken Twp,9  ,48  ,124  ,72,0,In Progress
Columbia,Fishingcreek Twp,9  ,27  ,109  ,71,0,In Progress
Perry,Tyrone Twp,13  ,34  ,86  ,71,0,In Progress
Juniata,Walker,13  ,30  ,86  ,71,0,In Progress
Butler,Worth Twp,16  ,21  ,8  ,71,0,In Progress
Sullivan,Cherry Twp,9  ,23  ,84  ,71,0,In Progress
Fayette,Springfield Twp,14  ,32  ,52  ,71,0,In Progress
Centre,Centre Hall Boro,15  ,25  ,171  ,71,0,In Progress
Jefferson,Washington Twp,15  ,25  ,66  ,70,1,In Progress
Cambria,Patton Boro,13  ,35  ,73  ,70,1,In Progress
Indiana,Brush Valley,14  ,41  ,62  ,70,0,In Progress
Beaver,Pulaski Twp,17  ,47  ,14  ,70,0,In Progress
Erie,Wayne Twp,16  ,21  ,4  ,70,0,In Progress
Elk,Jones Twp,15  ,25  ,75  ,70,0,In Progress
Cambria,Summerhill Twp,13  ,35  ,71  ,70,0,In Progress
Warren,Brokenstraw Twp,15  ,21  ,65  ,70,0,In Progress
York,Jacobus Boro,11  ,28  ,93  ,70,0,In Progress
Philadelphia,Philadelphia,3  ,7  ,195  ,70,0,In Progress
Washington,Independence Twp,14  ,46  ,15  ,70,0,In Progress
Somerset,Summit Twp,14  ,32  ,69  ,70,0,In Progress
Mckean,Liberty Twp,15  ,25  ,67  ,69,6,In Progress
Susquehanna,New Milford Twp,9  ,20  ,111  ,69,1,In Progress
Warren,Youngsville Boro,15  ,21  ,65  ,69,0,In Progress
Huntingdon,Shirley Twp,13  ,30  ,81  ,69,0,In Progress
Lackawanna,Ransom,8  ,22  ,118  ,69,0,In Progress
Erie,Leboeuf Twp,16  ,49  ,4  ,69,0,In Progress
Butler,Concord Twp,16  ,21  ,17  ,69,0,In Progress
Schuylkill,Pine Grove Boro,9  ,29  ,107  ,69,0,In Progress
Delaware,East Lansdowne Boro,5  ,26  ,164  ,69,0,In Progress
Montgomery,Bryn Athyn Boro,4  ,12  ,152  ,69,0,In Progress
Lycoming,(Empty),9  ,23  ,84  ,69,0,In Progress
Bucks,Riegelsville Boro,1  ,16  ,145  ,69,0,In Progress
Susquehanna,Harford Twp,9  ,20  ,111  ,68,1,In Progress
Beaver,Bridgewater,17  ,47  ,14  ,68,0,In Progress
Delaware,Rutledge Boro,5  ,26  ,162  ,68,0,In Progress
Centre,Liberty Twp,15  ,25  ,82  ,68,0,In Progress
Erie,Albion,16  ,49  ,6  ,68,0,In Progress
Wyoming,Clinton Twp,9  ,20  ,110  ,68,0,In Progress
Beaver,White Twp,17  ,47  ,14  ,68,0,In Progress
Clearfield,Beccaria Twp,15  ,35  ,73  ,68,0,In Progress
Susquehanna,Great Bend Twp,9  ,20  ,111  ,68,0,In Progress
Lancaster,Adamstown Boro,11  ,48  ,99  ,68,0,In Progress
Bucks,Langhorne Manor Boro,1  ,6  ,142  ,68,0,In Progress
Columbia,Mt Pleasant Twp,9  ,27  ,109  ,68,0,In Progress
Lycoming,Hughesville Boro,9  ,23  ,84  ,68,0,In Progress
Mifflin,Oliver Twp,13  ,30  ,171  ,68,0,In Progress
Mckean,Keating Twp,15  ,25  ,67  ,67,13,In Progress
Washington,Mcdonald Boro,14  ,46  ,46  ,67,1,In Progress
Northumberland,West Chillisquaque Twp,9  ,27  ,108  ,67,1,In Progress
Crawford,Wayne Twp,16  ,50  ,6  ,67,1,In Progress
Columbia,Montour Twp,9  ,27  ,109  ,67,0,In Progress
Centre,Snow Shoe Twp,15  ,25  ,82  ,67,0,In Progress
Columbia,Main Twp,9  ,27  ,109  ,67,0,In Progress
Columbia,Madison Twp,9  ,27  ,109  ,67,0,In Progress
Crawford,Richmond Twp,16  ,50  ,65  ,67,0,In Progress
Lancaster,Sadsbury Twp,11  ,13  ,100  ,67,0,In Progress
Wyoming,Lemon Twp,9  ,20  ,110  ,67,0,In Progress
Perry,Tuscarora Twp,13  ,34  ,86  ,67,0,In Progress
Allegheny,Rankin,12  ,43  ,34  ,66,2,In Progress
Huntingdon,Smithfield Twp,13  ,30  ,81  ,66,1,In Progress
Delaware,Upland Boro,5  ,9  ,161  ,66,0,In Progress
Schuylkill,Ryan Twp,9  ,29  ,124  ,66,0,In Progress
Lycoming,Limestone Twp,15  ,23  ,84  ,66,0,In Progress
Columbia,Orange Twp,9  ,27  ,109  ,66,0,In Progress
Susquehanna,Herrick Twp,9  ,20  ,111  ,66,0,In Progress
Bedford,Woodbury Twp,13  ,32  ,78  ,66,0,In Progress
Fayette,South Connellsville Boro,14  ,32  ,52  ,66,0,In Progress
Chester,Honeybrook Boro,6  ,44  ,74  ,66,0,In Progress
York,Dover Boro,10  ,31  ,196  ,65,2,In Progress
Berks,St Lawrence Boro,6  ,11  ,126  ,65,0,In Progress
Somerset,Meyersdale Boro,14  ,32  ,69  ,65,0,In Progress
Fayette,Upper Tyrone Twp,14  ,32  ,52  ,65,0,In Progress
Indiana,Montgomery,15  ,41  ,66  ,65,0,In Progress
Lycoming,Upper Fairfield Twp,9  ,23  ,84  ,65,0,In Progress
Bradford,Smithfield Twp,9  ,23  ,68  ,65,0,In Progress
Clearfield,Brady Twp,15  ,35  ,75  ,65,0,In Progress
Northumberland,Upper Augusta Twp,9  ,27  ,108  ,65,0,In Progress
Adams,Highland Twp,13  ,33  ,91  ,64,0,In Progress
Luzerne,Dennison Twp,8  ,29  ,117  ,64,0,In Progress
Crawford,Oil Creek Twp,16  ,50  ,64  ,64,0,In Progress
Snyder,Washington Twp,15  ,27  ,85  ,64,0,In Progress
Adams,Liberty Twp,13  ,33  ,91  ,64,0,In Progress
Bradford,Asylum Twp,9  ,23  ,110  ,63,1,In Progress
Beaver,Darlington Twp,17  ,47  ,14  ,63,0,In Progress
Delaware,Colwyn Boro,5  ,8  ,185  ,63,0,In Progress
Luzerne,Fairmount Twp,9  ,20  ,117  ,63,0,In Progress
Clarion,Beaver Twp,15  ,21  ,63  ,63,0,In Progress
Schuylkill,Tremont Boro,9  ,29  ,107  ,63,0,In Progress
Susquehanna,Dimock Twp,9  ,20  ,111  ,63,0,In Progress
Perry,Juniata Twp,13  ,34  ,86  ,63,0,In Progress
Bedford,Everett Boro,13  ,32  ,78  ,63,0,In Progress
Susquehanna,Susquehanna Boro,9  ,20  ,111  ,62,1,In Progress
Beaver,West Mayfield Boro,17  ,47  ,14  ,62,1,In Progress
Armstrong,Freeport Boro,15  ,41  ,60  ,62,1,In Progress
Blair,Woodbury Twp,13  ,30  ,80  ,62,1,In Progress
Perry,Liverpool Twp,13  ,34  ,86  ,62,1,In Progress
Wyoming,Nicholson Twp,9  ,20  ,110  ,62,0,In Progress
Lancaster,Drumore Twp,11  ,13  ,100  ,62,0,In Progress
Venango,Irwin Twp,16  ,21  ,64  ,62,0,In Progress
Cambria,Cresson Boro,13  ,35  ,71  ,62,0,In Progress
Greene,Perry Twp,14  ,46  ,50  ,62,0,In Progress
Lawrence,New Beaver Boro,16  ,47  ,8  ,62,0,In Progress
Susquehanna,Jackson Twp,9  ,20  ,111  ,62,0,In Progress
Lebanon,Jonestown Boro,9  ,48  ,102  ,62,0,In Progress
York,Glen Rock Boro,11  ,28  ,169  ,62,0,In Progress
Snyder,Franklin Twp,15  ,27  ,85  ,61,1,In Progress
Fulton,Ayr Twp,13  ,30  ,78  ,61,0,In Progress
Perry,Greenwood Twp,13  ,34  ,86  ,61,0,In Progress
York,Wrightsville Boro,11  ,28  ,47  ,61,0,In Progress
Snyder,Center Twp,15  ,27  ,85  ,61,0,In Progress
Snyder,Jackson Twp,15  ,27  ,85  ,61,0,In Progress
Washington,Hopewell Twp,14  ,46  ,15  ,61,0,In Progress
Adams,New Oxford,13  ,33  ,193  ,60,1,In Progress
Northampton,Tatamy Boro,7  ,18  ,137  ,60,1,In Progress
Somerset,Milford Twp,14  ,32  ,69  ,60,0,In Progress
Clarion,Washington Twp,15  ,21  ,63  ,60,0,In Progress
Butler,Connoquenessing Boro,16  ,21  ,8  ,60,0,In Progress
Columbia,Locust Twp,9  ,27  ,109  ,60,0,In Progress
Erie,Amity Twp,16  ,49  ,4  ,60,0,In Progress
Wayne,Hawley Boro,8  ,20  ,139  ,60,0,In Progress
Westmoreland,St Clair Twp,14  ,41  ,59  ,60,0,In Progress
Lawrence,Ellport Boro,16  ,47  ,8  ,60,0,In Progress
Allegheny,Lincoln,12  ,45  ,35  ,59,2,In Progress
Somerset,Lincoln Twp,14  ,32  ,69  ,59,1,In Progress
Allegheny,Whitaker,12  ,45  ,35  ,59,1,In Progress
Susquehanna,Gibson Twp,9  ,20  ,111  ,59,0,In Progress
Wayne,Preston Twp,8  ,20  ,111  ,59,0,In Progress
Butler,Marion Twp,16  ,21  ,17  ,59,0,In Progress
Bradford,Burlington Twp,9  ,23  ,68  ,59,0,In Progress
Mercer,Findley,16  ,50  ,17  ,59,0,In Progress
Clinton,Flemington Boro,15  ,25  ,76  ,59,0,In Progress
Allegheny,Neville,17  ,42  ,45  ,59,0,In Progress
Washington,Burgettstown Boro,14  ,46  ,15  ,58,1,In Progress
Allegheny,Heidelberg,17  ,37  ,27  ,58,1,In Progress
Berks,Perry Twp,4  ,48  ,5  ,58,1,In Progress
Franklin,Lurgan Twp,13  ,33  ,81  ,58,0,In Progress
Somerset,Elk Lick Twp,14  ,32  ,69  ,58,0,In Progress
Crawford,Cambridge Springs Boro,16  ,50  ,65  ,58,0,In Progress
Warren,Sheffield Twp,15  ,21  ,65  ,58,0,In Progress
Bradford,Sheshequin Twp,9  ,23  ,110  ,58,0,In Progress
Clearfield,Penn Twp,15  ,35  ,75  ,58,0,In Progress
Erie,Waterford Boro,16  ,49  ,4  ,58,0,In Progress
Beaver,Freedom Boro,17  ,47  ,16  ,58,0,In Progress
Erie,Concord Twp,16  ,21  ,4  ,58,0,In Progress
Mckean,Port Allegany Boro,15  ,25  ,67  ,57,8,In Progress
Cumberland,North Newton Twp,13  ,34  ,199  ,57,1,In Progress
Bradford,South Waverly Boro,9  ,23  ,110  ,57,0,In Progress
Dauphin,Wayne Twp,10  ,34  ,125  ,57,0,In Progress
Mercer,Wilmington,16  ,50  ,17  ,57,0,In Progress
Crawford,Union Twp,16  ,50  ,6  ,57,0,In Progress
Carbon,Packer Twp,7  ,29  ,122  ,57,0,In Progress
Cumberland,North Newton Twp,10  ,34  ,199  ,57,0,In Progress
Elk,Horton Twp,15  ,25  ,75  ,57,0,In Progress
Columbia,South Centre,9  ,27  ,109  ,57,0,In Progress
Allegheny,Leetsdale,17  ,37  ,44  ,56,3,In Progress
Chester,Highland Twp,6  ,19  ,13  ,56,1,In Progress
Bedford,Londonderry Twp,13  ,32  ,78  ,56,1,In Progress
Schuylkill,North Union Twp,9  ,29  ,116  ,56,0,In Progress
Mercer,Jackson,16  ,50  ,17  ,56,0,In Progress
Butler,Harmony Boro,16  ,47  ,12  ,56,0,In Progress
Berks,District Twp,4  ,24  ,130  ,56,0,In Progress
Wyoming,Northmoreland Twp,9  ,20  ,110  ,56,0,In Progress
Clinton,Castanea Twp,15  ,25  ,76  ,56,0,In Progress
Tioga,Elkland Boro,15  ,23  ,68  ,56,0,In Progress
Blair,Bellwood Boro,13  ,30  ,80  ,56,0,In Progress
Berks,Leesport Boro,4  ,48  ,5  ,56,0,In Progress
Washington,West Bethlehem Twp,14  ,46  ,50  ,55,1,In Progress
Indiana,Young,14  ,41  ,62  ,55,0,In Progress
Washington,Houston Boro,14  ,46  ,46  ,55,0,In Progress
Clearfield,Gulich Twp,15  ,35  ,73  ,55,0,In Progress
Centre,Milesburg Boro,15  ,25  ,82  ,55,0,In Progress
Clinton,Mill Hall Boro,15  ,25  ,76  ,55,0,In Progress
Wayne,Waymart Boro,8  ,40  ,111  ,55,0,In Progress
Northumberland,Rockefeller Twp,9  ,27  ,108  ,54,1,In Progress
Butler,Brady Twp,16  ,21  ,8  ,54,1,In Progress
Northampton,West Easton,7  ,18  ,136  ,54,0,In Progress
Franklin,West-End Shippensburg,13  ,33  ,81  ,54,0,In Progress
Clinton,Porter Twp,15  ,25  ,76  ,54,0,In Progress
Washington,Cross Creek Twp,14  ,46  ,15  ,54,0,In Progress
Greene,Washington Twp,14  ,46  ,50  ,54,0,In Progress
Lycoming,Lycoming Twp,15  ,23  ,84  ,54,0,In Progress
Clarion,Knox Twp,15  ,21  ,63  ,54,0,In Progress
Luzerne,White Haven Boro,8  ,29  ,117  ,54,0,In Progress
Cumberland,Newville Boro,10  ,34  ,199  ,54,0,In Progress
Snyder,Perry Twp,15  ,27  ,85  ,53,1,In Progress
